RESPNO,URBRUR,ZONE,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,NOCALL_1,NOCALL_1OTHER,NOCALL_2,NOCALL_2OTHER,NOCALL_3,NOCALL_4,NOCALL_5,NOCALL_6,NOCALL_7,PREVINT,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3,Q4A,Q4B,Q5,Q6,Q7,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q9,Q10A,Q10B,Q11A,Q11B,Q12A,Q12B,Q12C,Q12D,Q12E,Q13,Q14,Q15A,Q15B,Q15C,Q16,Q17,Q18,Q19A,Q19B,Q20A,Q20B,Q21,Q22,Q23A,Q23B,Q23C,Q23D,Q24A,Q24B,Q24C,Q24D,Q24E,Q24F,Q25A,Q25B,Q26A,Q26B,Q26C,Q26D,Q26E,Q26F,Q27A,Q27B,Q27C,Q27D,Q27E,Q28A,Q28B,Q28C,Q29A,Q29B,Q29C,Q29D,Q29E,Q29F,Q29G,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42A,Q42B,Q42C,Q43,Q44,Q45A,Q45B,Q45C,Q45D,Q45E,Q46,Q47A,Q47B,Q48A,Q48B,Q48C,Q48D,Q48E,Q48F,Q49,Q50,Q51A,Q51B,Q51C,Q51D,Q52A,Q52B,Q52C,Q52D,Q52E,Q52F,Q52G,Q52H,Q52I,Q52J,Q52K,Q52L,Q52M_NIG,Q53A,Q53B,Q53C,Q53D,Q53E,Q53F,Q53G,Q53H,Q53I,Q53J,Q53K_NIG,Q53L_NIG,Q53M_NIG,Q54,Q55A,Q55B,Q55C,Q55D,Q55E,Q55F,Q55G,Q55H,Q55I,Q55J,Q55K,Q55L,Q56,Q57A,Q57B,Q58,Q58OTHER,Q59A,Q59B,Q59C_NIG,Q60PT1,Q60PT1OTHER,Q60PT2,Q60PT2OTHER,Q60PT3,Q60PT3OTHER,Q61A,Q61B,Q62,Q63A,Q63B,Q63C,Q63D,Q64,Q65A,Q65B,Q65C,Q66A,Q66B,Q66C,Q66D,Q66E,Q66F,Q66G,Q66H,Q66I,Q66J,Q66K,Q66L,Q66M,Q67A,Q67B,Q68A,Q68B,Q68C,Q68D,Q68E_NIG,Q69A,Q69B,Q69C,Q69D_NIG,Q69E_NIG,Q70A,Q70B,Q71A,Q71B,Q71BOTHER,Q72,Q73A,Q73B,Q73C,Q73D,Q73E,Q74A,Q74AOTHER,Q74B,Q74BOTHER,Q75A,Q75B,Q76,Q77,Q78,Q79A,Q79B,Q80A,Q80AOTHER,Q80B,Q81A,Q81B,Q81C,Q81D,Q81E,Q82A_NIG,Q82B_NIG,Q82C_NIG,Q82D_NIG,Q82E_NIG,Q82F_NIG,Q82G_NIG,Q83A_NIG,Q83AOTHER_NIG,Q83B_NIG,Q83BOTHER_NIG,Q83C_NIG,Q83D1_NIG,Q83D1OTHER_NIG,Q83D2_NIG,Q83D2OTHER_NIG,Q84A_NIG,Q84B_NIG,Q84C_NIG,Q85A_NIG,Q85B_NIG,Q85C_NIG,Q86A_NIG,Q86B_NIG,Q86C_NIG,Q86D_NIG,Q86E_NIG,Q86F_NIG,Q86G_NIG,Q86H_NIG,Q87,Q87OTHER,Q88A,Q88B,Q89A,Q89B,Q89C,Q89D,Q89E,Q90A,Q90B,Q90BOTHER,Q91A,Q91B,Q91C,Q91D,Q92A,Q92B,Q93A,Q93B,Q94,Q95,Q96A,Q96B,Q97,Q98A,Q98AOTHER,Q98B,Q99,Q99OTHER,Q99B_NIG,Q99C_NIG,Q100,ENDTIME,LENGTH,Q101,Q102,Q102OTHER,Q103,Q103OTHER,Q104,Q105,Q106,Q107A,Q107B,Q107C,Q107D,Q107E,Q108,Q110A,Q110B,Q110C,Q110D,Q110E,Q110F,Q112,Q113,Q114,Q115,Q116,Q116OTHER,Q116A1,Q116A1_OTHER,Q117,withinwt
NIG2329,2,2,635,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,1,1,8,1,12/26/2014,9:11:00,36,620, ,1,2,4,3,2,4,0,0,0,0,0,7,0,0,0,0,0,3,4,2,0,0,1,1,2,3,3,2,2,4,2,0,2,1,0,2,0,0,1,1,0,0,1,1,0,1,1,1,3,3,2,1,3,3,2,2,2,0,0,1,1,1,3, , , ,9999,9996,9996,2,3,2,4,1,4,2,2,3,1,2,2,4,5,4,1,1,0,0,1,2,3,1,0,0,0,0,0,3,0,2,2,2,3,1,2,3,1,0,1,2,1,1,2,0,0,0,1,1,1,3,3,3,2,2,1,1,1,1,1,2,2,2,1,7,7,2,0,2,0,3,0,3,0,7,7,7,7,7,7, ,0,0,0,3, ,20, ,25, ,3,1,1,2,2,2,2,1,1,4,5,3,3,3,2,1,1,3,2,2,2,2,1,1,1,2,2,3,3,3,3,3,0,3,0,3,2,1,5,1, ,0,7,7,7,7,7,2, ,12, ,1,1,2,4,4,1,1,2, ,2,3,5,4,1,5,2,2,3,2,2,1,2,6, ,1, ,4,2, ,6, ,3,2,5,1,9,9,1,1,1,3,3,3,3,3,620, ,0,5,9,4,4,4,4,1,621, ,1,1,1,1,4,0,1,2,2,2,4,1,5,1, ,1,621, ,3,621,2,10:50:00,99,1,1, ,620, ,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG052,30,2,2,622,BANDAWA,622, ,8,1.5197171426856
NIG2330,2,2,635,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,1,1,8,1,12/26/2014,11:50:00,28,625, ,9,2,4,3,4,2,0,0,0,0,0,7,0,0,0,0,0,3,4,2,0,0,1,1,2,4,4,2,2,4,2,0,2,1,0,2,0,0,1,1,0,0,1,1,0,1,1,1,3,3,2,3,3,3,2,2,3,0,0,2,1,2,3, , , ,9999,9996,9996,2,3,1,2,2,3,1,1,3,2,2,2,4,5,5,2,2,0,1,2,0,0,1,0,0,0,0,0,3,0,2,2,1,3,1,2,3,1,0,1,2,1,1,2,1,1,1,1,1,1,3,2,2,2,2,2,2,2,0,2,1,2,2,1,1,9,2,0,1,0,3,0,3,0,7,7,7,7,7,7, ,0,0,0,3, ,22, ,25, ,2,1,1,2,2,2,2,4,1,4,5,4,3,4,2,1,1,1,1,2,2,2,2,1,1,2,2,3,3,3,3,3,0,3,0,3,2,1,5,1, ,0,7,7,7,7,7,2, ,15, ,1,1,2,4,1,2,2,2, ,2,3,5,4,1,5,2,2,3,3,2,1,2,6, ,1, ,4,2, ,6, ,3,2,5,1,9,9,3,1,1,1,3,3,3,3,624, ,0,5,9,5,1,4,5,1,621, ,1,1,1,1,4,1,1,2,2,2,4,1,5,18, ,1,621, ,3,621,2,12:53:00,63,1,1, ,620, ,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,NIG052,30,2,2,622,BANDAWA,622, ,8,1.5197171426856
NIG2331,2,2,635,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,2,1,8,1,12/26/2014,13:15:00,49,620, ,1,2,4,3,2,4,0,0,0,0,0,7,0,0,0,0,0,3,4,2,0,0,1,1,2,4,4,2,2,4,2,0,3,1,0,2,0,0,1,1,0,0,1,1,0,1,1,1,3,3,2,1,2,3,2,3,2,0,0,2,1,1,1,WORKING TOGETHER AS ONE, , ,11,9996,9996,2,3,2,4,1,4,1,1,3,1,2,2,4,4,4,1,2,0,3,0,2,0,1,0,0,0,0,0,2,0,2,2,2,3,1,2,3,1,0,1,1,1,1,2,0,0,0,2,2,1,3,2,2,2,2,3,2,2,2,2,2,3,2,1,1,9,2,0,3,0,3,0,3,0,7,7,7,7,7,7, ,0,0,0,3, ,4, ,23, ,1,1,1,2,2,2,2,1,1,4,5,3,4,3,2,1,1,2,1,2,1,1,1,2,1,2,2,3,4,3,3,3,0,3,0,3,2,1,5,1, ,0,7,7,7,7,7,2, ,10, ,1,1,2,4,1,1,1,2, ,2,3,5,4,1,5,2,2,3,3,2,1,2,6, ,1, ,4,2, ,6, ,3,2,5,1,9,9,3,1,1,1,3,3,2,2,620, ,0,5,9,4,1,4,4,1,621, ,1,1,1,1,4,0,1,2,2,2,4,1,5,1, ,1,621, ,3,621,2,14:08:00,53,1,1, ,620, ,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG052,30,2,2,622,BANDAWA,622, ,8,1.5197171426856
NIG2332,2,2,635,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,1,1,4,1,12/26/2014,15:11:00,30,620, ,1,2,4,3,2,4,0,0,0,0,0,7,0,0,0,9,9,3,4,2,0,0,1,1,2,3,3,2,2,4,2,0,2,1,0,2,0,0,1,1,0,0,1,1,0,1,1,1,3,3,3,1,3,3,2,2,1,0,0,1,2,1,3, , , ,9999,9996,9996,2,3,2,4,1,4,2,2,3,1,2,2,4,4,4,1,1,0,0,2,2,3,1,0,0,0,0,0,3,0,2,2,2,3,1,2,3,1,0,1,1,1,1,2,0,0,0,1,1,1,3,2,2,2,2,3,2,2,1,2,2,3,2,1,7,7,2,0,2,0,3,0,3,0,7,7,7,7,7,7, ,0,0,0,3, ,4, ,25, ,3,1,1,2,2,2,2,1,1,4,5,3,3,3,2,1,1,2,2,2,2,2,2,1,1,2,2,3,3,3,3,3,0,3,0,3,2,1,5,1, ,0,7,7,7,7,7,2, ,12, ,1,1,2,4,1,1,1,2, ,2,3,4,4,5,5,2,2,3,3,2,1,3,6, ,1, ,4,2, ,6, ,3,2,5,1,9,9,1,1,1,3,3,3,3,3,620, ,0,5,9,4,4,4,4,1,621, ,1,1,1,1,4,0,1,2,2,2,4,1,5,1, ,1,621, ,3,621,2,16:20:00,69,1,1, ,620, ,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG052,30,2,2,622,BANDAWA,622, ,8,1.5197171426856
NIG2333,2,2,635,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,7, ,9997, ,9997,9997,9997,9997,9997,2,2,4,1,12/26/2014,9:11:00,32,650,TANGALE,1,2,4,3,2,4,0,0,0,0,0,7,0,0,0,0,0,3,4,4,0,0,1,1,2,4,4,2,2,4,2,0,2,1,0,2,0,0,1,1,0,0,0,0,0,1,1,1,3,3,2,1,9,9,2,2,3,0,0,2,1,2,1,GOVERNMENT OF THE PEOPLE, , ,2,9996,9996,2,5,1,4,2,4,2,2,3,1,2,2,4,5,4,2,2,0,3,0,2,3,2,0,0,0,0,0,2,0,2,2,2,3,1,2,3,1,0,1,2,2,2,2,0,0,0,1,1,1,3,2,2,2,2,2,3,3,2,2,3,3,2,1,1,9,2,0,3,0,3,0,3,0,7,7,7,7,7,7, ,0,0,0,3, ,18, ,23, ,1,1,1,2,2,2,2,1,1,4,5,3,4,3,2,2,2,2,2,2,1,1,1,1,1,2,2,4,3,3,4,3,0,3,0,3,1,1,5,1, ,0,7,7,7,7,7,2, ,14, ,1,1,2,4,1,2,2,2, ,2,3,5,6,1,1,1,1,3,2,1,1,1,6, ,1, ,4,2, ,8, ,3,2,5,1,9,9,3,1,1,1,3,2,3,2,652,TANGALE,0,5,9,4,1,4,4,1,621, ,1,1,0,1,4,0,1,2,2,2,4,1,5,1, ,1,621, ,3,621,2,10:59:00,108,2,1, ,620, ,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG049,24,2,1,633,BANDAWA,632, ,8,1.5197171426856
NIG2336,2,2,635,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1, ,9997, ,9997,9997,9997,9997,9997,2,2,7,1,12/26/2014,13:00:00,24,650,TANGALE,1,4,5,3,3,3,0,0,0,0,0,7,0,0,0,0,0,3,4,1,1,1,1,1,2,4,4,2,2,4,2,0,2,1,0,2,0,0,1,1,0,0,9,9,0,1,1,1,3,3,2,1,2,2,2,2,2,0,0,1,1,1,3, , , ,0,9996,9996,2,3,2,4,1,4,1,1,3,1,2,2,4,5,4,1,2,0,3,1,2,2,0,0,0,0,0,3,0,2,2,2,3,1,2,3,3,1,0,1,2,1,1,2,0,0,0,1,1,1,3,2,2,2,2,3,2,2,2,2,2,2,2,1,1,9,2,0,3,0,3,0,3,0,7,7,7,7,7,7, ,0,0,0,3, ,4, ,25, ,2,1,1,2,2,2,2,1,1,4,5,3,3,3,2,1,1,2,2,2,1,1,1,1,1,2,2,3,3,3,3,3,0,3,0,3,2,1,5,1, ,0,7,7,7,7,7,2, ,10, ,1,1,2,4,1,1,1,2, ,2,3,5,4,1,1,1,1,3,1,2,1,1,6, ,1, ,4,2, ,6, ,3,2,5,1,9,9,3,1,1,1,3,2,3,3,652,TANGALE,0,5,9,4,1,9,9,1,621, ,1,1,1,1,4,1,1,2,2,2,4,1,5,1, ,1,621, ,3,621,2,14:04:00,64,2,1, ,620, ,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG049,24,2,1,633,BANDAWA,632, ,8,1.5197171426856
NIG2338,2,2,635,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,9997, ,9997, ,9997,9997,9997,9997,9997,2,1,18,1,12/26/2014,12:11:00,27,626, ,1,2,4,3,3,4,0,0,0,0,0,7,0,0,0,0,0,3,4,2,0,0,1,1,2,4,4,2,2,4,2,0,2,1,0,2,0,0,1,1,0,0,1,1,0,1,1,1,3,3,2,3,3,3,2,2,2,0,0,1,1,1,1,RESPECT FOR PERSON,CONFUSION IN THE COUNTRY,CHANGES IN THE GOVERNMENT,10,13,18,2,3,1,4,1,4,1,2,3,1,2,2,4,5,4,1,2,0,3,1,2,0,1,0,0,0,0,0,3,0,2,2,1,3,1,2,3,1,0,1,2,1,1,2,1,1,1,1,1,1,3,3,3,3,3,1,1,2,1,2,2,2,2,1,1,9,2,0,1,0,3,0,3,0,7,7,7,7,7,7, ,0,0,0,3, ,23, ,25, ,4,-1,1,2,2,2,2,1,1,4,5,3,3,3,2,2,1,1,1,2,2,2,1,1,1,2,2,3,3,3,3,3,0,3,0,3,2,1,5,1, ,0,7,7,7,7,7,2, ,12, ,1,1,2,4,1,1,1,2, ,2,3,5,4,1,5,1,1,3,2,2,1,2,6, ,1, ,4,2, ,6, ,3,2,5,1,9,9,3,1,1,1,3,3,3,3,625, ,0,5,9,4,1,4,4,1,621, ,1,1,1,1,4,0,1,2,2,2,4,1,5,19, ,1,621, ,3,621,2,13:15:00,64,1,1, ,620, ,5,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG074,22,2,2,633, ,621, ,7,.920593792327695
NIG2340,2,2,635,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,6, ,9997, ,9997,9997,9997,9997,9997,1,1,10,1,12/26/2014,10:45:00,19,652,WAJA,1,4,5,3,3,3,0,0,0,0,0,7,0,0,0,0,0,3,4,1,1,1,1,1,2,4,4,2,2,4,2,0,2,1,0,2,0,0,1,1,0,0,0,0,0,1,1,1,3,3,2,1,1,1,2,2,2,0,0,1,1,1,3, , , ,9999,9996,9996,1,1,1,1,1,3,1,1,3,1,2,2,4,5,4,1,2,0,3,1,1,1,2,0,0,0,0,0,3,0,2,2,2,3,1,2,3,1,0,1,2,1,1,2,0,0,0,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,9,2,0,3,0,3,0,2,0,7,7,7,7,7,7, ,0,0,0,3, ,20, ,25, ,2,1,3,2,2,2,2,1,1,4,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,0,3,0,3,2,1,5,1, ,0,7,7,7,7,7,2, ,12, ,1,1,2,4,9,1,1,2, ,2,2,5,4,1,1,1,1,3,1,1,1,1,6, ,1, ,4,2, ,6, ,3,2,5,1,9,9,3,1,1,1,3,3,3,3,654,WAJA,0,5,9,4,1,1,1,1,621, ,1,1,1,1,4,1,1,2,2,2,4,1,5,1, ,1,621, ,3,621,2,11:30:00,45,1,1, ,1, ,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,NIG051,30,1,2,650, ,650,MUMUYE,6,.920593792327695
NIG2341,2,2,635,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,9997, ,9997, ,9997,9997,9997,9997,9997,2,2,9,1,12/26/2014,9:12:00,20,626, ,1,2,4,3,2,4,0,0,0,0,0,7,0,0,0,0,0,3,4,1,0,0,1,9,3,4,4,1,1,3,2,0,2,1,0,2,0,0,1,1,0,0,1,1,0,1,1,1,3,3,3,1,3,3,2,2,1,0,0,1,1,1,1,GOVERNMENT OF THE PEOPLE, , ,2,9996,9996,2,4,2,3,1,4,2,1,4,2,2,2,4,5,5,2,1,0,3,0,2,0,1,0,0,0,0,0,3,0,2,2,2,3,1,2,3,1,0,1,2,1,1,3,0,0,0,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,9,2,0,3,0,3,0,3,0,7,7,7,7,7,7, ,0,0,0,4, ,21, ,3, ,1,1,0,3,2,2,2,1,1,4,5,3,3,3,2,1,1,4,2,2,2,1,1,2,1,2,2,3,3,3,3,3,1,3,0,3,2,1,5,1, ,0,7,7,7,7,7,9, ,12, ,1,1,1,3,1,1,1,2, ,2,3,5,4,1,5,2,2,3,1,1,1,1,5, ,1, ,4,9, ,6, ,3,2,5,1,9,9,3,1,1,1,3,3,2,3,625, ,0,5,9,5,1,4,4,1,621, ,1,9,1,1,4,1,1,2,2,2,4,1,5,1, ,1,621, ,3,621,2,10:15:00,63,2,1, ,1, ,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG074,22,2,2,633, ,621, ,7,.920593792327695
NIG2342,2,2,635,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,9997, ,9997, ,9997,9997,9997,9997,9997,2,2,12,1,12/26/2014,11:50:00,20,620, ,1,2,4,3,2,4,0,0,0,0,0,7,0,0,0,0,0,3,4,2,0,0,1,1,4,4,4,1,2,3,2,0,2,1,0,2,0,0,1,1,0,0,1,1,0,1,1,1,3,3,2,1,3,3,2,2,2,0,0,1,1,1,3, , , ,9999,9996,9996,2,3,1,4,1,4,2,2,3,1,2,2,4,5,4,1,2,0,3,1,2,0,1,0,0,0,0,0,3,0,2,2,2,3,1,2,3,1,0,1,2,1,1,2,0,0,0,1,1,1,3,2,2,2,2,2,2,2,0,2,2,2,2,1,1,9,2,0,3,0,3,0,3,0,7,7,7,7,7,7, ,0,0,0,3, ,20, ,23, ,1,1,1,2,2,2,2,1,1,4,5,3,3,3,2,1,1,3,2,2,2,1,1,1,1,2,2,3,3,3,3,3,0,3,0,3,2,1,5,0, ,0,7,7,7,7,7,2, ,11, ,1,1,2,4,1,1,1,2, ,2,3,5,4,1,5,1,1,1,1,1,0,1,6, ,1, ,4,2, ,6, ,3,5,9,9,1,1,1,3,3,3,3,3,3,3,620, ,0,5,9,4,1,4,4,1,621, ,1,1,0,1,4,0,1,2,2,2,4,1,5,18, ,1,621, ,3,621,2,13:00:00,70,2,1, ,620, ,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG051,30,1,2,650, ,650,MUMUYE,6,.920593792327695
NIG2344,2,2,635,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,7, ,9997, ,9997,9997,9997,9997,9997,1,2,6,1,12/26/2014,15:06:00,20,620, ,2,1,5,2,4,3,1,1,1,2,2,9,1,1,1,0,0,2,3,3,1,2,2,9,3,3,3,2,2,4,1,1,2,1,1,3,0,0,1,1,1,1,0,0,1,0,1,1,2,2,1,2,2,2,1,1,1,0,0,2,2,2,1,GOVERNMENT OF EQUALITY, , ,6,9996,9996,3,4,2,3,1,4,2,1,4,2,3,3,4,4,5,2,1,0,2,0,2,0,2,1,1,2,1,1,3,0,3,3,3,2,2,1,2,2,1,2,1,2,2,1,0,0,0,2,2,0,1,1,2,2,1,2,2,1,9,1,1,1,1,2,2,9,4,0,2,0,4,0,7,7,7,7,7,7,7,8, ,1,0,1,3, ,20, ,24, ,2,0,3,2,3,3,2,2,2,3,4,3,3,3,1,2,2,3,2,3,2,3,2,1,2,1,1,2,2,4,2,3,0,2,0,2,1,2,4,1, ,0,7,7,7,7,7,2, ,12, ,1,1,2,4,2,2,2,3, ,3,2,4,3,2,4,2,3,2,2,1,3,1,4, ,2, ,3,3, ,4, ,4,2,5,1,2,2,3,0,0,2,3,3,2,1,620, ,0,4,3,3,2,3,5,1,621, ,1,1,1,1,4,1,1,2,2,2,4,1,5,1, ,1,621, ,3,621,2,16:50:00,104,2,1, ,620, ,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG051,30,1,2,650, ,650,MUMUYE,6,.920593792327695
NIG2345,1,2,635,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,9997, ,9997, ,9997,9997,9997,9997,9997,1,1,6,1,12/24/2014,14:02:00,27,626, ,1,2,4,3,4,2,0,0,0,0,0,7,0,0,0,0,0,3,4,2,0,0,1,1,2,4,4,1,1,4,2,0,2,1,0,2,0,0,1,1,0,0,1,1,0,1,1,1,3,3,2,1,3,3,2,2,2,0,0,1,1,1,1,"""YES,RESPECT FOR INDIVIDUAL""", , ,10,9996,9996,2,4,2,4,2,3,2,1,4,2,2,2,4,5,4,2,1,0,3,1,2,0,1,0,0,0,0,0,3,0,2,2,2,3,1,2,3,1,1,1,2,2,2,2,0,0,0,1,1,1,3,3,3,2,2,2,2,1,1,2,2,2,2,1,1,9,2,0,3,0,3,0,3,0,7,7,7,7,7,7, ,0,0,0,4, ,20, ,26, ,1,1,1,2,2,2,2,1,1,4,5,3,3,3,2,1,1,3,2,2,2,1,1,1,1,2,2,3,3,3,3,3,0,3,0,3,2,1,5,1, ,0,7,7,7,7,7,2, ,12, ,1,1,2,4,1,1,1,2, ,2,3,5,4,1,5,2,2,3,2,2,1,2,6, ,1, ,4,2, ,6, ,4,2,5,1,9,9,3,1,1,1,3,3,3,3,625, ,0,5,9,4,1,4,4,1,621, ,1,0,0,0,4,4,1,2,2,2,4,1,5,1, ,1,621, ,3,621,2,15:50:00,108,1,1, ,620, ,1,1,1,0,0,0,0,0,0,1,1,1,2,1,1,NIG049,24,2,1,633, ,632, ,8,1.00137478567411
NIG2346,1,2,635,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,9997, ,9997, ,9997,9997,9997,9997,9997,1,1,3,1,12/24/2014,12:06:00,40,626, ,1,2,4,3,2,4,0,0,0,0,0,7,0,0,0,0,0,3,4,2,9,0,1,1,2,4,4,1,1,3,1,0,2,1,0,2,0,0,1,1,0,0,1,1,0,1,1,1,3,3,2,1,3,2,2,2,1,0,0,1,2,1,1,GOVERNMENT OF PEOPLE, , ,2,9996,9996,2,4,2,3,1,4,2,1,4,2,2,2,5,5,4,2,1,0,3,0,2,0,1,0,0,0,0,0,3,0,2,2,2,3,1,2,3,1,0,1,3,1,1,2,0,0,0,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,9,2,0,3,0,3,0,3,0,7,7,7,7,7,7, ,0,0,0,4, ,1, ,25, ,1,1,1,2,3,2,2,1,1,4,5,3,3,3,1,1,1,4,2,2,1,1,1,2,1,2,2,3,4,3,3,3,0,4,0,3,2,2,5,1, ,0,7,7,7,7,7,2, ,16, ,1,1,1,3,1,1,1,2, ,2,3,5,4,1,5,1,1,2,1,1,3,1,5, ,1, ,4,5, ,6, ,3,2,5,1,9,9,2,1,1,1,3,3,3,3,625, ,0,5,9,4,2,4,4,1,621, ,1,9,9,9,4,2,1,2,2,2,4,1,5,1, ,1,621, ,3,621,2,13:15:00,69,1,1, ,620, ,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG074,22,2,2,633, ,621, ,7,1.00137478567411
NIG2348,1,2,635,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,6, ,9997, ,9997,9997,9997,9997,9997,2,1,9,2,12/24/2014,13:00:00,22,650,TANGALE,1,2,4,3,2,4,0,0,0,0,0,7,0,0,0,0,0,3,4,2,0,0,1,1,2,4,4,2,2,4,2,0,2,1,0,2,0,0,1,1,0,0,1,1,0,1,1,1,3,3,2,1,3,3,2,2,2,0,0,1,1,1,1,"""YES,GOVERNMENT OF THE PEOPLE""",YES WORKING TOGETHER, ,2,11,9996,2,4,2,4,1,4,1,1,3,1,2,2,4,5,4,2,2,0,3,1,2,0,1,0,0,0,0,0,3,0,2,2,2,3,1,2,3,1,0,1,2,1,1,2,0,0,0,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,9,2,0,3,0,3,0,3,0,7,7,7,7,7,7, ,0,0,0,3, ,21, ,26, ,1,1,1,2,2,2,2,1,1,4,5,3,3,3,2,1,1,3,2,2,2,1,1,1,1,2,2,3,3,3,3,3,0,3,0,3,2,1,5,1, ,0,7,7,7,7,7,2, ,12, ,1,1,1,3,1,1,1,2, ,2,3,5,4,1,5,2,2,3,2,2,2,2,6, ,1, ,4,2, ,6, ,4,2,5,1,9,9,3,1,1,1,3,3,3,3,652,TANGALE,0,5,9,4,4,4,4,1,621, ,1,1,1,1,4,4,1,2,2,2,4,1,5,1, ,1,621, ,3,621,2,13:50:00,50,1,1, ,620, ,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG049,24,2,1,633, ,632, ,8,1.00137478567411
NIG2349,1,2,635,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,9997, ,9997, ,9997,9997,9997,9997,9997,2,2,3,1,12/24/2014,11:30:00,18,650,TANGALE,1,2,4,3,2,4,0,0,0,0,0,7,0,0,0,0,0,3,4,1,0,0,1,1,2,4,4,1,1,3,2,0,2,1,0,2,0,0,1,1,0,0,1,1,0,1,1,1,3,3,2,1,3,3,2,3,2,3,0,4,1,1,3, , , ,9999,9996,9996,2,4,2,3,1,4,2,1,4,2,2,2,4,4,4,2,1,0,3,0,2,0,1,0,0,0,0,0,3,0,2,2,2,3,1,2,3,1,0,1,3,1,1,2,0,0,0,1,1,3,3,2,2,1,1,1,2,2,2,1,2,1,1,1,1,9,2,0,3,0,3,0,3,0,7,7,7,7,7,7, ,0,0,0,4, ,8, ,25, ,1,1,5,2,3,2,2,1,1,4,5,3,3,3,1,1,1,3,2,2,1,1,1,1,1,2,2,3,4,3,3,3,1,3,0,3,2,2,5,1, ,0,7,7,7,7,7,2, ,9, ,1,1,1,3,1,1,1,2, ,2,3,5,4,1,5,2,3,3,3,2,3,2,5, ,1, ,4,2, ,8, ,3,2,5,1,9,9,3,1,1,1,3,2,3,3,652,TANGALE,0,5,9,4,1,4,5,1,621, ,1,0,0,1,4,1,1,3,2,2,4,1,5,1, ,1,621, ,3,621,2,12:45:00,75,2,1, ,620, ,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG049,24,2,1,633, ,632, ,8,1.00137478567411
